Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,Offenses
05/23/2017,07,Theft,5F20,Apartment Parking Lot,8700-8799,HAMMERLY BLVD,BLVD,-,1
05/23/2017,21,Theft,5F20,Residence or House,3100-3199,KNOLL,-,-,1
05/23/2017,16,AutoTheft,5F20,Apartment Parking Lot,8600-8699,PITNER RD,RD,-,1
05/23/2017,20,Robbery,5F20,"Road, Street, or Sidewalk",3500-3599,BINGLE RD,RD,-,1
05/24/2017,02,Burglary,5F20,Convenience Store,2800-2899,BINGLE,RD,-,1
05/24/2017,12,AutoTheft,5F20,Apartment Parking Lot,9300-9399,LONG POINT RD,RD,-,1
05/24/2017,20,Theft,5F20,Apartment Parking Lot,2200-2299,HOLLISTER ST,ST,-,1
05/27/2017,23,Aggravated Assault,5F20,"Road, Street, or Sidewalk",2800-2899,BINGLE RD,RD,-,1
05/27/2017,09,Theft,5F20,Apartment Parking Lot,1800-1899,WIRT RD,RD,-,1
05/27/2017,08,Theft,5F20,Convenience Store,9300-9399,LONG POINT RD,RD,-,1
05/27/2017,03,Theft,5F20,Apartment Parking Lot,8700-8799,HAMMERLY BLVD,BLVD,-,1
05/28/2017,21,Burglary,5F20,Apartment,1800-1899,WIRT RD,RD,-,1
05/28/2017,22,Robbery,5F20,"Field, Woods, Forest, Park",1800-1899,WIRT RD,RD,-,1
05/28/2017,18,AutoTheft,5F20,Apartment Parking Lot,8500-8599,HAMMERLY BLVD,BLVD,-,1
05/28/2017,15,Robbery,5F20,Other Parking Lot,8100-8199,LONG POINT RD,RD,-,1
05/28/2017,19,Theft,5F20,Apartment,8600-8699,PITNER RD,RD,-,1
05/29/2017,09,Theft,5F20,"Road, Street, or Sidewalk",1800-1899,HUGE OAKS ST,ST,-,1
05/29/2017,12,AutoTheft,5F20,"Road, Street, or Sidewalk",1900-1999,RESTRIDGE DR,-,-,1
05/30/2017,05,Theft,5F20,Residence or House,3100-3199,KNOLL,-,-,1
05/30/2017,14,Burglary,5F20,Residence or House,3800-3899,GALWAY LN,-,-,1
05/31/2017,20,AutoTheft,5F20,Auto Repair,600-699,CYPRESS CREEK,PKWY,-,1
10/11/2016,23,Rape,5F20,Apartment,900-999,GESSNER,RD,-,1
05/01/2017,10,Theft,5F30,Specialty Store (Non-Specific),13600-13699,HEMPSTEAD,RD,-,1
05/01/2017,16,AutoTheft,5F30,Hospital Parking Lot,14000-14099,NORTHWEST FWY IB,-,-,1
05/02/2017,11,AutoTheft,5F30,Commercial Parking Lot or Garage,5400-5499,NORTHWEST CENTRAL DR,-,-,1
05/02/2017,18,Theft,5F30,Other Parking Lot,13200-13299,NORTHWEST FWY OB,-,-,1
05/02/2017,18,Theft,5F30,Strip Business Center Parking Lot,13300-13399,NORTHWEST FWY OB,-,-,1
05/02/2017,22,Theft,5F30,Bar or Night Club,12900-12999,NORTHWEST FWY OB,-,-,1
05/03/2017,01,Burglary,5F30,Rental Storage Facility,14200-14299,NORTHWEST,ST,-,1
05/03/2017,08,Theft,5F30,Other Parking Lot,5300-5399,HOLLISTER,ST,-,1
05/03/2017,08,Theft,5F30,Restaurant or Cafeteria Parking Lot,13000-13099,NORTHWEST FWY OB,-,-,1
05/03/2017,14,Theft,5F30,Miscellaneous Business (Non-Specific),7000-7099,W 43RD ST,ST,-,1
05/03/2017,18,AutoTheft,5F30,"Road, Street, or Sidewalk",14600-14699,NORTHWEST,ST,-,1
05/04/2017,06,AutoTheft,5F30,Apartment Parking Lot,7500-7599,PINEMONT DR,-,-,1
05/04/2017,11,Aggravated Assault,5F30,Apartment,7200-7299,PINEMONT,DR,-,1
05/04/2017,10,AutoTheft,5F30,Strip Business Center Parking Lot,7300-7399,TIDWELL,RD,W,1
05/04/2017,15,Theft,5F30,Grocery Store or Supermarket,13400-13499,NORTHWEST,ST,-,1
05/04/2017,19,Burglary,5F30,Apartment,5800-5899,HOLLISTER ST,ST,-,1
05/05/2017,08,Burglary,5F30,Residence or House,9700-9799,CASA LOMA DR,-,-,1
05/05/2017,17,Theft,5F30,Apartment Parking Lot,7000-7099,HOLLISTER ST,ST,-,1
05/06/2017,11,Theft,5F30,Hotel or Motel Parking Lot,5900-5999,GUHN RD,RD,-,1
05/06/2017,17,Theft,5F30,Grocery Store or Supermarket,13400-13499,NORTHWEST,ST,-,1
05/06/2017,21,Theft,5F30,Department or Discount Store,13200-13299,NORTHWEST,ST,-,1
05/06/2017,22,Aggravated Assault,5F30,Other Parking Lot,13200-13299,NORTHWEST FWY OB,-,-,1
05/06/2017,15,Theft,5F30,Miscellaneous Business (Non-Specific),13200-13299,NORTHWEST,ST,-,1
05/06/2017,14,Theft,5F30,Grocery Store or Supermarket,13400-13499,NORTHWEST,ST,-,1
05/07/2017,16,Theft,5F30,Miscellaneous Business (Non-Specific),13400-13499,NORTHWEST,ST,-,1
05/07/2017,14,Theft,5F30,Grocery Store or Supermarket Parking Lot,13400-13499,NORTHWEST FWY OB,-,-,1
05/08/2017,01,Burglary,5F30,"Hotel, Motel, Inn, Etc.",14200-14299,NORTHWEST,ST,-,1
05/08/2017,12,Theft,5F30,Department or Discount Store,13700-13799,NORTHWEST,ST,-,1
05/08/2017,09,Theft,5F30,Car Wash,6000-6099,HOLLISTER ST,ST,-,1
05/08/2017,14,Burglary,5F30,Apartment,8000-8099,GROW LANE 227,-,-,1
05/08/2017,18,Theft,5F30,Miscellaneous Business (Non-Specific),13200-13299,NORTHWEST,ST,-,1
05/09/2017,12,Robbery,5F30,Apartment Parking Lot,8000-8099,W TIDWELL RD,RD,-,1
05/09/2017,06,Theft,5F30,Hotel or Motel Parking Lot,12900-12999,NORTHWEST FWY IB,-,-,1
05/09/2017,06,Theft,5F30,"Road, Street, or Sidewalk",6600-6699,WINDFERN RD,RD,-,1
05/09/2017,01,Burglary,5F30,Restaurant or Cafeteria,14600-14699,NORTHWEST,ST,-,1
05/09/2017,20,AutoTheft,5F30,Apartment Parking Lot,8000-8099,W TIDWELL RD,RD,-,1
05/09/2017,21,Theft,5F30,Restaurant or Cafeteria Parking Lot,12900-12999,NORTHWEST FWY OB,-,-,1
05/10/2017,21,Theft,5F30,Department or Discount Store,13200-13299,NORTHWEST FWY OB,-,-,1
05/10/2017,16,Theft,5F30,Department or Discount Store,13200-13299,NORTHWEST,ST,-,1
05/10/2017,17,Theft,5F30,Miscellaneous Business (Non-Specific),13400-13499,NORTHWEST,ST,-,1
05/11/2017,08,Theft,5F30,Miscellaneous Business (Non-Specific),13200-13299,KLAMATH FALLS,-,-,1
05/11/2017,11,Theft,5F30,Commercial Parking Lot or Garage,5700-5799,CHRYSTELL,LN,-,1
05/11/2017,10,Theft,5F30,Restaurant or Cafeteria Parking Lot,12900-12999,NORTHWEST FWY OB,-,-,1
05/11/2017,09,Theft,5F30,Miscellaneous Business (Non-Specific),UNK,HOLLISTER- TIDWELL EXIT/NORTHWEST FWY OB,-,-,1
05/12/2017,11,Theft,5F30,Apartment Parking Lot,8100-8199,GROW LN,-,-,1
05/12/2017,11,Theft,5F30,Grocery Store or Supermarket,13400-13499,NORTHWEST,ST,-,1
05/12/2017,13,Theft,5F30,Other Parking Lot,12400-12499,HEMPSTEAD,RD,-,1
05/12/2017,14,Theft,5F30,Restaurant or Cafeteria Parking Lot,13000-13099,NORTHWEST FWY OB,-,-,1
05/12/2017,20,Theft,5F30,Department or Discount Store,13200-13299,NORTHWEST,ST,-,1
05/12/2017,23,Theft,5F30,Mall Parking Lot,13500-13599,NORTHWEST FWY IB,-,-,1
05/13/2017,00,Aggravated Assault,5F30,"Road, Street, or Sidewalk",10100-10199,TANNER RD,RD,-,1
05/13/2017,19,Theft,5F30,Restaurant or Cafeteria Parking Lot,12700-12799,CHISWICK,RD,-,1
05/13/2017,19,Robbery,5F30,Vehicle/Auto Sales/Lease/Auto Parts Store,12800-12899,HEMPSTEAD,RD,-,1
05/13/2017,10,AutoTheft,5F30,"Road, Street, or Sidewalk",8000-8099,GROW LN,-,-,1
05/13/2017,06,Theft,5F30,Hotel or Motel Parking Lot,12800-12899,NORTHWEST FWY IB,-,-,1
05/14/2017,13,Theft,5F30,Other Parking Lot,5300-5399,CAIRNLEIGH,-,-,1
05/14/2017,13,Theft,5F30,Residence or House,5700-5799,RAYWOOD,-,-,1
05/14/2017,11,Theft,5F30,"Other, Unknown, or Not Listed",14000-14099,NORTHWEST,ST,-,1
05/15/2017,08,Theft,5F30,Airport Terminal,6000-6099,TEAGUE RD,RD,-,1
05/15/2017,08,Theft,5F30,Residence or House,7500-7599,WILSHIRE PLACE DR,-,-,1
05/15/2017,06,Theft,5F30,Other Parking Lot,13400-13499,NORTHWEST FWY OB,-,-,1
05/15/2017,00,Robbery,5F30,Apartment,5700-5799,GUHN RD,RD,-,1
05/15/2017,13,Rape,5F30,"Road, Street, or Sidewalk",10400-10499,OLGA LN,-,-,1
05/15/2017,14,Aggravated Assault,5F30,Strip Business Center Parking Lot,700-799,LITTLE YORK APT 1206,-,W,1
05/15/2017,14,Burglary,5F30,Rental Storage Facility,13300-13399,HEMPSTEAD RD,RD,-,1
05/15/2017,10,Theft,5F30,Department or Discount Store,13200-13299,NORTHWEST,ST,-,1
05/15/2017,19,Theft,5F30,Grocery Store or Supermarket,13400-13499,NORTHWEST,ST,-,1
05/15/2017,19,Theft,5F30,Restaurant or Cafeteria Parking Lot,13000-13099,NORTHWEST FWY OB,-,-,1
05/15/2017,20,Theft,5F30,Restaurant or Cafeteria Parking Lot,400-499,WEST CHAPEL DOWNS DRIVE,-,-,1
05/16/2017,22,Robbery,5F30,Restaurant or Cafeteria,12800-12899,NORTHWEST,ST,-,1
05/16/2017,19,AutoTheft,5F30,"Road, Street, or Sidewalk",8000-8099,GROW LN,-,-,1
05/16/2017,16,Theft,5F30,"Other, Unknown, or Not Listed",12400-12499,HEMPSTEAD,RD,-,1
05/16/2017,17,Theft,5F30,Department or Discount Store,13700-13799,NORTHWEST FWY OB,-,-,1
05/16/2017,13,Theft,5F30,Other Parking Lot,13400-13499,NORTHWEST FWY OB,-,-,1
05/16/2017,13,AutoTheft,5F30,Body Shop,14000-14099,HEMPSTEAD RD,RD,-,1
05/17/2017,10,Burglary,5F30,Restaurant or Cafeteria,13100-13199,NORTHWEST,ST,-,1
05/17/2017,18,Theft,5F30,Other Parking Lot,13400-13499,NORTHWEST FWY OB,-,-,1
05/17/2017,15,Theft,5F30,Grocery Store or Supermarket,13200-13299,NORTHWEST,ST,-,1
05/17/2017,12,Theft,5F30,Apartment Parking Lot,7000-7099,HOLLISTER ST,ST,-,1
05/17/2017,12,Theft,5F30,Miscellaneous Business (Non-Specific),13400-13499,NORTHWEST FWY OB,-,-,1
05/17/2017,13,Aggravated Assault,5F30,Apartment,8000-8099,W TIDWELL RD,RD,-,1
05/17/2017,21,Robbery,5F30,Other Parking Lot,6800-6899,BUSINESS PARK DR,-,-,1
05/17/2017,23,AutoTheft,5F30,Other Parking Lot,11100-11199,NORTHWEST,ST,-,1
05/18/2017,00,Aggravated Assault,5F30,Commercial Parking Lot or Garage,4600-4699,WINDFERN RD,RD,-,1
05/18/2017,04,Burglary,5F30,"Amusement Park, Bowling Alley, Skate Rink",14400-14499,NORTHWEST,ST,-,1
05/18/2017,05,Burglary,5F30,"Factory, Manufacturing, or Industrial",10500-10599,FISHER,RD,-,1
05/18/2017,05,Theft,5F30,Residence or House,5700-5799,GUHN RD,RD,-,1
05/18/2017,16,Theft,5F30,Miscellaneous Business (Non-Specific),13700-13799,NORTHWEST FWY OB,-,-,1
05/19/2017,14,Theft,5F30,Commercial Parking Lot or Garage,7300-7399,PINEMONT,DR,-,1
05/19/2017,09,Burglary,5F30,Apartment,7200-7299,PINEMONT DR,-,-,1
05/19/2017,20,Theft,5F30,Grocery Store or Supermarket Parking Lot,13400-13499,NORTHWEST FWY OB,-,-,1
05/19/2017,22,AutoTheft,5F30,Miscellaneous Business (Non-Specific),12900-12999,NORTHWEST FWY OB,-,-,1
05/20/2017,09,Theft,5F30,Apartment Parking Lot,7200-7299,PINEMONT DR,-,-,1
05/20/2017,15,AutoTheft,5F30,"Road, Street, or Sidewalk",5700-5799,GUHN RD,RD,-,1
05/20/2017,17,Robbery,5F30,"Road, Street, or Sidewalk",5800-5899,HOLLISTER ST,ST,-,1
05/20/2017,16,Theft,5F30,Other Parking Lot,13800-13899,NORTHWEST FWY OB,-,-,1
05/21/2017,04,Burglary,5F30,Department or Discount Store,13200-13299,NORTHWEST,ST,-,1
05/21/2017,16,Theft,5F30,Apartment,5900-5999,FLINTLOCK RD,RD,-,1
05/21/2017,11,AutoTheft,5F30,"Road, Street, or Sidewalk",7500-7599,HILLMONT ST,ST,-,1
05/22/2017,21,Theft,5F30,Residence or House,5600-5699,TRIWAY,-,-,1
05/22/2017,16,Theft,5F30,Department or Discount Store,3600-3699,LOYOLA DR. APT. 262,-,-,1
05/22/2017,11,AutoTheft,5F30,Other Parking Lot,12500-12599,HEMPSTEAD,RD,-,1
05/22/2017,02,Burglary,5F30,Restaurant or Cafeteria,14600-14699,NORTHWEST,ST,-,1
05/23/2017,15,Theft,5F30,Grocery Store or Supermarket,13400-13499,NORTHWEST,ST,-,1
05/23/2017,14,Theft,5F30,Bar or Night Club Parking Lot,10300-10399,W LITTLE YORK RD,RD,-,1
05/23/2017,13,Theft,5F30,Department or Discount Store,13400-13499,NORTHWEST FWY OB,-,-,1
05/23/2017,07,Aggravated Assault,5F30,"Field, Woods, Forest, Park",10100-10199,TANGIERS,-,-,1
05/23/2017,20,Theft,5F30,Restaurant or Cafeteria Parking Lot,300-399,CLAY,-,-,1
05/23/2017,18,Theft,5F30,Department or Discount Store,14000-14099,NORTHWEST,ST,-,1
05/24/2017,11,Theft,5F30,Strip Business Center Parking Lot,7300-7399,TIDWELL,RD,W,1
05/24/2017,06,Theft,5F30,Strip Business Center Parking Lot,13300-13399,NORTHWEST FWY OB,-,-,1
05/24/2017,16,Theft,5F30,Grocery Store or Supermarket,13200-13299,NORTHWEST,ST,-,1
05/24/2017,15,AutoTheft,5F30,Residence or House,7000-7099,HOLLISTER ST,ST,-,1
05/25/2017,07,Robbery,5F30,Apartment Parking Lot,5700-5799,WINDSOR FOREST,ST,-,1
05/25/2017,14,Theft,5F30,Grocery Store or Supermarket,13400-13499,NORTHWEST,ST,-,1
05/25/2017,21,Theft,5F30,Commercial Parking Lot or Garage,7300-7399,DENNY ST,ST,-,1
05/26/2017,07,Theft,5F30,Hotel or Motel Parking Lot,12800-12899,NORTHWEST FWY OB,-,-,1
05/26/2017,17,Burglary,5F30,Apartment,7200-7299,PINEMONT DR,-,-,1
05/26/2017,22,AutoTheft,5F30,Driveway,10200-10299,PORTO RICO RD,RD,-,1
05/27/2017,04,Burglary,5F30,Department or Discount Store,13200-13299,NORTHWEST,ST,-,1
05/27/2017,02,Robbery,5F30,Apartment,8000-8099,W TIDWELL RD,RD,-,1
05/27/2017,09,AutoTheft,5F30,"Other, Unknown, or Not Listed",10300-10399,TANNER RD,RD,-,1
05/27/2017,23,Theft,5F30,Hotel or Motel Parking Lot,5400-5499,NORTHWEST CENTRAL DR,-,-,1
05/27/2017,23,Theft,5F30,Restaurant or Cafeteria Parking Lot,13000-13099,NORTHWEST FWY OB,-,-,1
05/27/2017,20,Robbery,5F30,Convenience Store,9500-9599,CLAY RD,RD,-,1
05/27/2017,15,Aggravated Assault,5F30,Miscellaneous Business (Non-Specific),8100-8199,TIDWELL,RD,W,1
05/28/2017,17,Aggravated Assault,5F30,"Road, Street, or Sidewalk",5400-5499,HOLLISTER ST,ST,-,2
05/28/2017,14,Burglary,5F30,"Hotel, Motel, Inn, Etc.",14000-14099,NORTHWEST FWY IB,-,-,1
05/29/2017,15,Theft,5F30,Driveway,14700-14799,HEMPSTEAD RD,RD,-,1
05/29/2017,06,Burglary,5F30,Miscellaneous Business (Non-Specific),5200-5299,DOW,RD,-,1
05/30/2017,20,Theft,5F30,"Electronics Store, Electrical Supplies",13200-13299,NORTHWEST,ST,-,1
05/30/2017,17,Theft,5F30,Restaurant or Cafeteria Parking Lot,12800-12899,NORTHWEST FWY OB,-,-,1
05/30/2017,12,Theft,5F30,Restaurant or Cafeteria Parking Lot,13300-13399,NORTHWEST FWY OB,-,-,1
05/30/2017,09,Aggravated Assault,5F30,"Factory, Manufacturing, or Industrial",5500-5599,GUHN,RD,-,1
05/30/2017,23,Aggravated Assault,5F30,Bar or Night Club Parking Lot,5600-5699,GESSNER RD,RD,-,1
05/31/2017,08,AutoTheft,5F30,Hotel or Motel Parking Lot,7800-7899,W TIDWELL RD,RD,-,1
05/31/2017,10,Aggravated Assault,5F30,Highway or Freeway,13500-13599,NORTHWEST FWY OB,-,-,1
05/31/2017,16,Burglary,5F30,Apartment,8000-8099,W TIDWELL RD,RD,-,1
05/31/2017,19,Theft,5F30,Restaurant or Cafeteria Parking Lot,5000-5099,AIRPORT ROAD,-,-,1
05/31/2017,20,Burglary,5F30,Apartment,7900-7999,GROW LN,-,-,1
05/31/2017,17,Theft,5F30,Specialty Store (Non-Specific),14000-14099,NORTHWEST,ST,-,1
05/31/2017,15,Theft,5F30,Driveway,10100-10199,ALGIERS RD,RD,-,1
05/31/2017,15,Burglary,5F30,Residence or House,4600-4699,TALINA WAY,-,-,1
05/31/2017,14,Theft,5F30,Grocery Store or Supermarket,13400-13499,NORTHWEST,ST,-,1
05/01/2017,20,Theft,5F40,Restaurant or Cafeteria Parking Lot,18000-18099,TOMBALL PKWY IB,-,-,1
05/01/2017,19,Aggravated Assault,5F40,Apartment,7700-7799,WILLOW CHASE BLVD,BLVD,-,1
05/01/2017,16,AutoTheft,5F40,Hospital Parking Lot,22300-22399,GRAND CORNER DR.,-,-,1
05/01/2017,15,Theft,5F40,Mall Parking Lot,2000-2099,WILLOWBROOK MALL,-,-,1
05/01/2017,12,Theft,5F40,"Physician, Doctor, Dentist's Office",8200-8299,WILLOW PLACE,DR,-,1
05/01/2017,10,Theft,5F40,Commercial Parking Lot or Garage,2000-2099,WILLOWBROOK MALL,-,-,1
05/02/2017,15,Theft,5F40,Miscellaneous Business (Non-Specific),7900-7999,W FM 1960 RD,RD,-,1
05/02/2017,13,Theft,5F40,Apartment,4700-4799,WENDA,ST,-,1
05/02/2017,17,Theft,5F40,Apartment Parking Lot,13500-13599,BRETON RIDGE,ST,-,1
05/03/2017,17,Theft,5F40,Department or Discount Store,8000-8099,WILLOWBROOK MALL,-,-,1
05/04/2017,13,Theft,5F40,Apartment Parking Lot,12300-12399,N GESSNER RD,RD,-,1
05/04/2017,14,AutoTheft,5F40,Grocery Store or Supermarket Parking Lot,7000-7099,COOK,RD,-,1
05/04/2017,21,Aggravated Assault,5F40,Apartment,7700-7799,WILLOW CHASE,BLVD,-,1
05/04/2017,20,Theft,5F40,Hotel or Motel Parking Lot,7900-7999,WILLOW CHASE BLVD,BLVD,-,1
05/04/2017,20,Theft,5F40,Restaurant or Cafeteria,17200-17299,TOMBALL PKWY OB,-,-,1
05/04/2017,22,Theft,5F40,Hotel or Motel Parking Lot,16900-16999,TOMBALL PKWY IB,-,-,1
05/04/2017,15,Theft,5F40,"Electronics Store, Electrical Supplies",7900-7999,FM 1960,RD,W,1
05/04/2017,16,Theft,5F40,Department or Discount Store,11300-11399,ANGELIQUE,DR,-,1
05/05/2017,00,Theft,5F40,Bar or Night Club Parking Lot,7600-7699,W FM 1960 RD,RD,-,1
05/05/2017,15,Theft,5F40,Department or Discount Store,7900-7999,FM 1960,RD,W,1
05/05/2017,14,Theft,5F40,Restaurant or Cafeteria Parking Lot,10300-10399,PROMONTORY,DR,-,1
05/05/2017,20,Theft,5F40,Mall Parking Lot,17100-17199,TOMBALL PKWY OB,-,-,1
05/06/2017,09,Theft,5F40,Apartment Parking Lot,500-599,CORVETTE,LN,-,1
05/06/2017,02,Robbery,5F40,Restaurant or Cafeteria,12600-12699,N GESSNER RD,RD,-,1
05/06/2017,15,Theft,5F40,Restaurant or Cafeteria Parking Lot,18000-18099,TOMBALL PKWY IB,-,-,1
05/06/2017,16,Theft,5F40,Department or Discount Store,7900-7999,W FM 1960 RD,RD,-,1
05/06/2017,18,Theft,5F40,Clothing Store,2700-2799,MEADOW ISLE,LN,-,1
05/07/2017,11,Burglary,5F40,Bar or Night Club,17700-17799,TOMBALL,PKWY,-,1
05/07/2017,21,Burglary,5F40,Miscellaneous Business (Non-Specific),7900-7999,FM 1960,RD,W,1
05/07/2017,14,Theft,5F40,Vacant Grocery Store or Supermarket,5500-5599,WINDING,WAY,-,1
05/07/2017,16,Burglary,5F40,Miscellaneous Business (Non-Specific),16900-16999,TOMBALL,PKWY,-,1
05/07/2017,19,Theft,5F40,Department or Discount Store,6800-6899,FM 1960,RD,W,1
05/07/2017,20,Burglary,5F40,Barber And Beauty Shops,17300-17399,TOMBALL,PKWY,-,1
05/08/2017,10,AutoTheft,5F40,Grocery Store or Supermarket Parking Lot,12900-12999,WILLOW CHASE DR,-,-,1
05/08/2017,08,Theft,5F40,Apartment Parking Lot,17100-17199,TOMBALL PKWY IB,-,-,1
05/08/2017,07,Burglary,5F40,Apartment,12300-12399,N GESSNER RD,RD,-,1
05/08/2017,19,Theft,5F40,Restaurant or Cafeteria Parking Lot,9100-9199,WALNUT GLEN,DR,-,1
05/08/2017,20,Theft,5F40,"Gym, Recreat, Club House, Indoor Pool",7700-7799,WILLOW CHASE BLVD,BLVD,-,1
05/09/2017,12,Theft,5F40,Department or Discount Store,7900-7999,FM 1960,RD,W,1
05/09/2017,09,Theft,5F40,"Gym, Recreat, Club House, Indoor Pool",7700-7799,WILLOW CHASE BLVD,BLVD,-,1
05/09/2017,22,Theft,5F40,Restaurant or Cafeteria Parking Lot,7600-7699,W FM 1960 RD,RD,-,1
05/09/2017,14,Aggravated Assault,5F40,Restaurant or Cafeteria Parking Lot,12700-12799,N GESSNER RD,RD,-,2
05/09/2017,14,Theft,5F40,Department or Discount Store,7900-7999,FM 1960,RD,W,1
05/09/2017,17,Theft,5F40,Grocery Store or Supermarket Parking Lot,12400-12499,N GESSNER RD,RD,-,1
05/09/2017,16,Robbery,5F40,Mall Common Area,2000-2099,WILLOWBROOK MALL,-,-,1
05/10/2017,14,Theft,5F40,Restaurant or Cafeteria Parking Lot,7500-7599,W FM 1960 RD,RD,-,1
05/10/2017,11,Theft,5F40,Hospital Parking Lot,10300-10399,WESTPARK,DR,-,1
05/11/2017,08,Burglary,5F40,Restaurant or Cafeteria Parking Lot,17100-17199,TOMBALL,PKWY,-,1
05/11/2017,04,Burglary,5F40,Restaurant or Cafeteria,17100-17199,TOMBALL,PKWY,-,1
05/11/2017,06,Burglary,5F40,Commercial Building,17700-17799,TOMBALL,PKWY,-,1
05/11/2017,01,Theft,5F40,Restaurant or Cafeteria Parking Lot,7600-7699,W FM 1960 RD,RD,-,1
05/11/2017,16,Theft,5F40,Apartment Parking Lot,8400-8499,WILLOW PLACE DR N,-,-,1
05/11/2017,21,Theft,5F40,Department or Discount Store,7900-7999,FM 1960,RD,W,1
05/11/2017,18,Theft,5F40,Sporting Goods or Gun Shops,17700-17799,TOMBALL,PKWY,-,1
05/11/2017,17,Burglary,5F40,Apartment,13500-13599,BRETON RIDGE APT 334,-,-,1
05/12/2017,22,Theft,5F40,Restaurant or Cafeteria Parking Lot,7100-7199,W FM 1960 RD,RD,-,1
05/12/2017,15,Theft,5F40,Department or Discount Store,5800-5899,PAINTED TRIAL,DR,-,1
05/12/2017,11,Theft,5F40,Apartment,7700-7799,WILLOW CHASE,BLVD,-,1
05/12/2017,07,AutoTheft,5F40,Apartment Parking Lot,13500-13599,BRETON RIDGE ST,ST,-,1
05/12/2017,09,Theft,5F40,Apartment Parking Lot,8400-8499,WILLOW PLACE DR N,-,-,1
05/13/2017,13,Theft,5F40,Mall Parking Lot,17100-17199,TOMBALL PKWY IB,-,-,1
05/13/2017,18,Theft,5F40,"Other, Unknown, or Not Listed",7900-7999,W FM 1960 RD,RD,-,1
05/13/2017,16,Theft,5F40,Service or Gas Station,17800-17899,TOMBALL PKWY OB,-,-,1
05/14/2017,02,Aggravated Assault,5F40,Bar or Night Club Parking Lot,17700-17799,TOMBALL PKWY OB,-,-,1
05/14/2017,11,AutoTheft,5F40,Bar or Night Club Parking Lot,11500-11599,DELL HOLLOW DRIVE,-,-,1
05/15/2017,20,Burglary,5F40,Apartment,8300-8399,BLOSSOM BELL LANE,-,-,1
05/15/2017,13,Theft,5F40,Restaurant or Cafeteria Parking Lot,18200-18299,TOMBALL PKWY OB,-,-,1
05/16/2017,09,Theft,5F40,Department or Discount Store,7900-7999,W FM 1960 RD,RD,-,1
05/16/2017,09,Theft,5F40,Restaurant or Cafeteria Parking Lot,17200-17299,TOMBALL PKWY IB,-,-,1
05/16/2017,03,Aggravated Assault,5F40,Apartment,18200-18299,TOMBALL PKWY OB,-,-,1
05/16/2017,16,Theft,5F40,Department or Discount Store,7900-7999,FM 1960,RD,W,1
05/16/2017,19,Theft,5F40,Other Parking Lot,10100-10199,LAZY LAGOON,-,-,1
05/16/2017,19,Theft,5F40,Other Parking Lot,26000-26099,ROLLING FOREST,ST,-,1
05/16/2017,19,Theft,5F40,Restaurant or Cafeteria Parking Lot,17200-17299,TOMBALL PKWY IB,-,-,1
05/16/2017,22,Theft,5F40,Mall Parking Lot,7900-7999,W FM 1960 RD,RD,-,1
05/16/2017,20,Theft,5F40,Hotel or Motel Parking Lot,7900-7999,WILLOW CHASE BLVD,BLVD,-,1
05/17/2017,13,Theft,5F40,Clothing Store,2000-2099,WILLOWBROOK MALL,-,-,1
05/17/2017,13,Theft,5F40,Restaurant or Cafeteria Parking Lot,7000-7099,W FM 1960 RD,RD,-,1
05/17/2017,17,Theft,5F40,Department or Discount Store,8400-8499,MILLS,RD,-,1
05/17/2017,07,Theft,5F40,Restaurant or Cafeteria Parking Lot,18200-18299,TOMBALL PKWY OB,-,-,1
05/17/2017,06,Theft,5F40,Apartment Parking Lot,12300-12399,N GESSNER RD,RD,-,2
05/18/2017,20,Theft,5F40,Mall Parking Lot,2000-2099,WILLOWBROOK MALL,-,-,1
05/18/2017,20,Theft,5F40,Restaurant or Cafeteria Parking Lot,7100-7199,W FM 1960 RD,RD,-,1
05/18/2017,20,Theft,5F40,Restaurant or Cafeteria Parking Lot,12800-12899,EARLYWOOD,-,-,1
05/18/2017,19,Theft,5F40,"Other, Unknown, or Not Listed",7200-7299,EMPIRE CENTRAL,DR,-,1
05/18/2017,11,Theft,5F40,"Gym, Recreat, Club House, Indoor Pool",7200-7299,W GREENS RD,RD,-,1
05/18/2017,09,Theft,5F40,Apartment Parking Lot,8300-8399,WILLOW PLACE DR S,-,-,1
05/19/2017,08,Burglary,5F40,Miscellaneous Business (Non-Specific),17700-17799,TOMBALL,PKWY,-,1
05/19/2017,10,Theft,5F40,Hotel or Motel Parking Lot,13200-13299,CHAMPIONS CENTRE,DR,-,1
05/19/2017,16,Theft,5F40,Department or Discount Store,6800-6899,FM 1960,RD,W,1
05/19/2017,19,Theft,5F40,Mall Common Area,2000-2099,WILLOWBROOK MALL,-,-,1
05/20/2017,03,Theft,5F40,Restaurant or Cafeteria,12600-12699,N GESSNER RD,RD,-,1
05/20/2017,03,Theft,5F40,Service or Gas Station,17900-17999,TOMBALL PKWY OB,-,-,1
05/20/2017,06,Theft,5F40,"Gym, Recreat, Club House, Indoor Pool",7700-7799,WILLOW CHASE BLVD,BLVD,-,1
05/20/2017,16,Theft,5F40,Mall Common Area,7900-7999,FM 1960,-,-,1
05/20/2017,17,Burglary,5F40,Apartment,12000-12099,N GESSNER RD,RD,-,1
05/20/2017,19,Robbery,5F40,Strip Business Center Parking Lot,1700-1799,PARKER,RD,-,1
